Symbol,Market Cap,Country,IPO Year,Volume,Sector,Industry
ECF,0,United States,1986,27949,Finance,Finance/Investors Services
ECO,0,,,37783,,
EDD,0,United States,2007,290276,Finance,Finance Companies
EDF,0,United States,2010,58652,Finance,Investment Managers
EDI,0,United States,2012,92981,Finance,Finance Companies
EEA,0,United States,,10,Finance,Trusts Except Educational Religious and Charitable
EFHT,0,United States,2022,744322,Consumer Discretionary,Auto Manufacturing
EFHTR,0,United States,2022,1510732,Finance,Blank Checks
EFHTW,0,United States,2022,430839,Consumer Discretionary,Auto Manufacturing
EFR,0,United States,2003,163943,Finance,Trusts Except Educational Religious and Charitable
EGF,0,United States,2005,100,Finance,Trusts Except Educational Religious and Charitable
EGOX,0,Germany,,49536,,
EHI,0,United States,2003,130750,Finance,Investment Managers
EICB,0,,,8179,,
EIM,0,United States,2002,186299,Finance,Finance/Investors Services
EMCG,0,United States,2022,3,Finance,Blank Checks
EMCGU,0,United States,2022,2,Finance,Blank Checks
EMCGW,0,United States,2022,307,Finance,Blank Checks
EMD,0,United States,,176789,Finance,Finance/Investors Services
EMF,0,United States,1987,19315,Finance,Finance/Investors Services
EMLD,0,United States,2022,8,Finance,Blank Checks
EMLDU,0,United States,2021,1316,Finance,Blank Checks
EMLDW,0,United States,2022,50000,Finance,Blank Checks
EMO,0,United States,2011,9729,Finance,Investment Managers
ENCPU,0,Malaysia,2021,415,Energy,Industrial Machinery/Components
ENER,0,United States,2021,4528,Finance,Blank Checks
ENERR,0,United States,2021,8371,Finance,Blank Checks
ENERW,0,United States,2021,346,Finance,Blank Checks
ENGN,0,Canada,,19402,,
ENGNW,0,Canada,,124,,
ENX,0,United States,2002,39590,Finance,Finance/Investors Services
EOD,0,United States,2007,116367,Finance,Investment Managers
EOI,0,United States,2004,45515,Finance,Finance/Investors Services
EOS,0,,2005,74976,Finance,Trusts Except Educational Religious and Charitable
ERC,0,United States,2003,52446,Finance,Finance/Investors Services
ERH,0,,2004,10345,Finance,Finance/Investors Services
ESAC,0,United States,2021,5,Finance,Blank Checks
ESACW,0,United States,2021,332500,Finance,Blank Checks
ESGL,0,Singapore,,31667,,
ESGLW,0,Singapore,,6075,,
ESHA,0,United States,2023,5001,Finance,Blank Checks
ESHAR,0,United States,2023,46342,Finance,Blank Checks
ETG,0,United States,2004,79526,Finance,Investment Managers
ETJ,0,United States,2007,110080,Finance,Finance Companies
ETY,0,United States,2006,263484,Finance,Finance Companies
EVE,0,,2022,779,Finance,Blank Checks
EVG,0,United States,2005,33210,Finance,Investment Managers
EVGR,0,Malaysia,2022,214,Finance,Blank Checks
EVGRU,0,Malaysia,2022,286,Finance,Blank Checks
EVGRW,0,Malaysia,2022,76,Finance,Blank Checks
EVM,0,United States,2002,166320,Finance,Finance/Investors Services
EVT,0,United States,2003,175163,Finance,Finance Companies
EVV,0,United States,2003,564477,Finance,Finance/Investors Services
EXG,0,United States,2007,723063,Finance,Finance Companies
EXTO,0,,2023,2694964,,
FAM,0,United States,2006,45587,Finance,Finance/Investors Services
FAX,0,United States,1986,1533605,Finance,Investment Managers
FBYD,0,United States,,13300,,
FBYDW,0,United States,,5789,,
FCO,0,United States,1992,12528,Finance,Investment Managers
FCT,0,United States,2004,73995,Finance,Finance Companies
FEI           ,0,,2012,87014,Finance,Finance/Investors Services
FEN,0,United States,2004,37353,Finance,Finance/Investors Services
FEXD,0,United States,2022,30,Finance,Blank Checks
FEXDW,0,United States,2022,738,Finance,Blank Checks
FFA,0,United States,2004,26733,Finance,Investment Managers
FFC,0,United States,2003,184802,Finance,Trusts Except Educational Religious and Charitable
FGB,0,United States,2007,70451,Finance,Finance/Investors Services
FGN,0,United States,,1792047,,
FIAC,0,United States,2021,274829,Finance,Blank Checks
FIACW,0,United States,2021,10300,Finance,Blank Checks
FICV,0,United States,2021,92,Finance,Blank Checks
FICVU,0,United States,2021,2272,Finance,Blank Checks
FICVW,0,United States,2021,10000,Finance,Blank Checks
FIF,0,United States,2011,37866,Finance,Finance/Investors Services
FLC,0,United States,2003,61857,Finance,Trusts Except Educational Religious and Charitable
FLFV,0,United States,2022,820,Finance,Blank Checks
FLFVR,0,United States,2022,400,Finance,Blank Checks
FLME,0,,2021,343417,Energy,Oil & Gas Production
FMSTW,0,Canada,,153,,
FMY,0,United States,2005,547,Finance,Finance/Investors Services
FNVT,0,Cayman Islands,2021,3,Finance,Blank Checks
FNVTU,0,Cayman Islands,2021,38,Finance,Blank Checks
FNVTW,0,Cayman Islands,2021,21217,Finance,Blank Checks
FORL,0,United States,2023,54348,Finance,Blank Checks
FORLW,0,United States,2023,34153,Finance,Blank Checks
FPF,0,United States,2013,165923,Finance,Trusts Except Educational Religious and Charitable
FPL,0,,2014,20435,Finance,Trusts Except Educational Religious and Charitable
FRLAW,0,United States,2021,23000,Finance,Finance: Consumer Services
FRXB,0,,2021,1104,Finance,Blank Checks
FSD,0,,2010,62987,Finance,Investment Managers
FTII,0,United States,2022,9,Finance,Blank Checks
FTIIW,0,United States,2022,3000,Finance,Blank Checks
GAINL,0,United States,,7536,Finance,Finance: Consumer Services
GAMC,0,United States,2021,1,Finance,Blank Checks
GAQ,0,,2022,123237,Finance,Blank Checks
GATE,0,United States,2021,6,Finance,Blank Checks
GATEU,0,United States,2021,1,Finance,Blank Checks
GBBK,0,United States,2022,26526,Finance,Blank Checks
GBBKR,0,United States,2022,59,Finance,Blank Checks
GDEVW,0,Cyprus,,32813,Technology,EDP Services
GDL,0,United States,2007,23971,Finance,Investment Managers
GDNR,0,United States,2022,564,Finance,Blank Checks
GDNRW,0,United States,2022,100,Finance,Blank Checks
GDO,0,United States,2009,31226,Finance,Finance Companies
GDST,0,United States,2022,69,Finance,Blank Checks
GDSTU,0,United States,2022,100,Finance,Blank Checks
GECCM,0,United States,,1056,Finance,Finance: Consumer Services
GECCO,0,United States,,200,Finance,Finance Companies
GECCZ,0,United States,,3397,Finance,Finance Companies
GF,0,United States,1990,10549,Finance,Investment Managers
GFR,0,Canada,,11434,,
GGN,0,United States,2005,364984,Finance,Finance/Investors Services
GHIX,0,United States,2022,42715,Finance,Blank Checks
GHIXU,0,United States,2022,2094,Finance,Blank Checks
GHIXW,0,United States,2022,100296,Finance,Blank Checks
GHY,0,United States,2012,128673,Finance,Trusts Except Educational Religious and Charitable
GIM,0,United States,1988,448460,Finance,Finance Companies
GJH,0,United States,,305,Finance,Investment Bankers/Brokers/Service
GJO,0,United States,,3000,Finance,Investment Bankers/Brokers/Service
GJR,0,United States,,494,Finance,Investment Managers
GJT,0,United States,,1482,Finance,Investment Bankers/Brokers/Service
GLAC,0,China,2023,784611,,
GLACR,0,China,2023,100,,
GLACU,0,China,2023,742,,
GLADZ,0,United States,,4641,,
GLLI,0,United States,2021,32171,Industrials,Consumer Electronics/Appliances
GLLIW,0,United States,2021,73595,Industrials,Consumer Electronics/Appliances
GLO,0,United States,2006,153196,Finance,Finance/Investors Services
GLQ,0,United States,2005,75370,Finance,Finance/Investors Services
GLST,0,United States,2022,7,Industrials,Consumer Electronics/Appliances
GLSTR,0,United States,2022,116502,,
GLSTW,0,United States,2022,149500,Industrials,Consumer Electronics/Appliances
GMFI,0,United States,2022,501,Finance,Blank Checks
GODN,0,United States,2023,28400,Finance,Blank Checks
GODNR,0,United States,2023,2986,Finance,Blank Checks
GODNU,0,United States,2023,2500,Finance,Blank Checks
GOF,0,United States,,1032310,Finance,Finance/Investors Services
GPAC,0,United States,2021,102,Finance,Blank Checks
GPACU,0,United States,2021,200,Finance,Blank Checks
GPACW,0,United States,2021,17935,Finance,Blank Checks
GRF,0,United States,,3486,Finance,Finance/Investors Services
GTAC,0,United States,2021,122,Finance,Blank Checks
GTACW,0,United States,2021,212827,Finance,Blank Checks
GUG,0,United States,2021,105374,Finance,Trusts Except Educational Religious and Charitable
HAIA,0,Cayman Islands,2022,1,Finance,Blank Checks
HAIAU,0,Cayman Islands,2021,6,Finance,Blank Checks
HAIAW,0,Cayman Islands,2022,45800,Finance,Blank Checks
HCMA,0,United States,2022,2,Finance,Blank Checks
HCMAW,0,United States,2022,397,Finance,Blank Checks
HCVI,0,United States,2021,15329,Finance,Blank Checks
HCVIU,0,United States,2021,1000,Finance,Blank Checks
HCVIW,0,United States,2021,10,Finance,Blank Checks
HEQ,0,United States,2011,39879,Finance,Investment Managers
HFRO,0,United States,2017,257798,Finance,Finance/Investors Services
HG,0,,2023,91405,,
HGLB,0,,2019,30637,Finance,Trusts Except Educational Religious and Charitable
HHGC,0,Hong Kong,2021,3334,Finance,Blank Checks
HHGCU,0,Hong Kong,2021,22,Finance,Blank Checks
HHGCW,0,Hong Kong,2021,1500,Finance,Blank Checks
HHLA,0,,2021,8710,Health Care,Medical Specialities
HIE,0,United States,2014,16304,Finance,Trusts Except Educational Religious and Charitable
HIO,0,United States,,580108,Finance,Finance/Investors Services
HIX,0,United States,1998,172359,Finance,Finance/Investors Services
HNNAZ,0,United States,,2394,Finance,Investment Managers
HNRA,0,,2022,26760,Energy,Oil & Gas Production
HNW,0,United States,2007,19009,Finance,Finance/Investors Services
HPF,0,United States,2002,69830,Finance,Finance Companies
HPI,0,United States,2002,54299,Finance,Trusts Except Educational Religious and Charitable
HPS,0,United States,2003,113121,Finance,Investment Managers
HSPO,0,United States,2023,4,Finance,Blank Checks
HTD,0,United States,2004,99029,Finance,Finance Companies
HTY,0,United States,,11203,Finance,Trusts Except Educational Religious and Charitable
HUDA,0,United States,2022,84978,Finance,Blank Checks
HYAC,0,,2023,628,,
HYB,0,United States,1988,77177,Finance,Investment Managers
HYI,0,,2010,103353,Finance,Investment Managers
HYT,0,United States,2003,350628,Finance,Finance Companies
IAE,0,United States,2007,14372,Finance,Trusts Except Educational Religious and Charitable
IAF,0,United States,1985,69623,Finance,Finance/Investors Services
IDE,0,United States,2010,42070,Finance,Finance/Investors Services
IFIN,0,,2022,1857,Consumer Discretionary,Business Services
IFN,0,United States,,60979,Finance,Finance/Investors Services
IGA,0,United States,2005,37202,Finance,Investment Managers
IGD,0,United States,2005,218264,Finance,Trusts Except Educational Religious and Charitable
IGI,0,United States,2009,25072,Finance,Investment Managers
IGR,0,United States,2004,855644,Finance,Finance Companies
IGTA,0,United States,2022,2155,Finance,Blank Checks
IGTAR,0,United States,2022,50244,Finance,Blank Checks
IGTAW,0,United States,2022,45000,Finance,Blank Checks
IHD,0,United States,2011,54687,Finance,Investment Managers
IIF,0,United States,1994,139922,Finance,Trusts Except Educational Religious and Charitable
IMAQ,0,United States,2021,2585,Consumer Discretionary,Movies/Entertainment
IMAQR,0,United States,2021,169121,Consumer Discretionary,Movies/Entertainment
IMAQU,0,United States,2021,10,Consumer Discretionary,Movies/Entertainment
IMAQW,0,United States,2021,42926,Consumer Discretionary,Movies/Entertainment
INAQ,0,United States,,179,Finance,Blank Checks
INSI,0,United States,,8287,Finance,Investment Managers
INTE,0,United States,2021,6,Finance,Blank Checks
IOAC,0,United States,2022,28336,Finance,Blank Checks
IOACU,0,United States,2021,6732,Finance,Blank Checks
IOACW,0,United States,2022,101061,Finance,Blank Checks
IPXX,0,United States,2023,771456,Finance,Blank Checks
IPXXW,0,United States,2023,3200,Finance,Blank Checks
IRAA,0,United States,2021,2608,Finance,Blank Checks
IRRX,0,,2022,634,Finance,Blank Checks
ISD,0,United States,2012,69555,Finance,Trusts Except Educational Religious and Charitable
ISPOW,0,United States,2021,300,Finance,Blank Checks
ISRL,0,United States,2023,2404,Finance,Blank Checks
ISRLU,0,United States,2023,131,Finance,Blank Checks
ISRLW,0,United States,2023,102,Finance,Blank Checks
IVCA,0,Cayman Islands,2022,867,Finance,Blank Checks
IVCAW,0,Cayman Islands,2022,5206,Finance,Blank Checks
IVCB,0,Cayman Islands,2022,2359,Finance,Blank Checks
IVCBW,0,Cayman Islands,2022,25262,Finance,Blank Checks
IXAQ,0,United Kingdom,2021,25044,Finance,Blank Checks
IXAQU,0,United Kingdom,2021,200,Finance,Blank Checks
JAQC,0,United States,2021,238,Finance,Blank Checks
JAQCU,0,United States,2021,419,Finance,Blank Checks
JAQCW,0,United States,2021,400,Finance,Blank Checks
JBK,0,United States,,65,Finance,Finance: Consumer Services
JCE,0,United States,2007,110909,Finance,Trusts Except Educational Religious and Charitable
JFR,0,United States,2004,307349,Finance,Trusts Except Educational Religious and Charitable
JGH,0,United States,2014,63196,Finance,Investment Managers
JLS,0,United States,2009,34153,Finance,Investment Managers
JMM,0,United States,,2916,Finance,Trusts Except Educational Religious and Charitable
JOF,0,United States,1990,32901,Finance,Trusts Except Educational Religious and Charitable
JPC,0,United States,2003,1101840,Finance,Investment Managers
JQC,0,United States,2003,497184,Finance,Finance Companies
JRI,0,United States,2012,75785,Finance,Finance Companies
JRS,0,United States,2001,159306,Finance,Finance/Investors Services
JTAIW,0,Cayman Islands,2021,60334,Finance,Blank Checks
JTAIZ,0,Cayman Islands,,249620,,
JWSM,0,,2021,370,Finance,Blank Checks
KACL,0,Malaysia,2022,4,Finance,Blank Checks
KACLW,0,Malaysia,2022,1,Finance,Blank Checks
KCGI,0,,2021,499,Finance,Blank Checks
KF,0,United States,,8682,Finance,Investment Managers
KIO,0,,2013,100732,Finance,Investment Managers
KKRS,0,United States,2021,11947,,
KRNL,0,United States,2021,111,Finance,Blank Checks
KRNLU,0,United States,2021,1,Finance,Blank Checks
KRNLW,0,United States,2021,58869,Finance,Blank Checks
KSM,0,United States,1989,22933,Finance,Trusts Except Educational Religious and Charitable
KTH,0,United States,,700,Finance,Investment Managers
KTN,0,United States,,847,Finance,Finance: Consumer Services
KVAC,0,United States,2023,85130,,
KVACU,0,United States,2023,10101,,
KVACW,0,United States,2023,27000,,
KYCH,0,United States,2022,5,Finance,Blank Checks
KYCHW,0,United States,2022,21280,Finance,Blank Checks
LANDP,0,United States,,15652,Real Estate,Real Estate Investment Trusts
LATGU,0,Mexico,2022,10658,Finance,Blank Checks
LBBB,0,United States,2022,100106,Finance,Blank Checks
LBBBR,0,United States,2022,400,Finance,Blank Checks
LCAA,0,Singapore,2021,11917,Finance,Blank Checks
LCAAW,0,Singapore,2021,5300,Finance,Blank Checks
LCAHW,0,United States,2021,49,Finance,Blank Checks
LCW,0,,2021,13,Finance,Blank Checks
LDP,0,United States,2012,158452,Finance,Finance Companies
LGI,0,United States,2004,47475,,
LGST,0,United States,2022,155,Finance,Blank Checks
LGSTW,0,United States,2022,3419,Finance,Blank Checks
LGVCW,0,United States,2021,159875,,
LIBY,0,United States,2021,1,Finance,Blank Checks
LIBYW,0,United States,2021,335306,Finance,Blank Checks
LUXHP,0,United States,,588,,
MACA,0,United States,2021,1201,Finance,Blank Checks
MACAW,0,United States,2021,85,Finance,Blank Checks
MAQC,0,United States,2021,4531,Finance,Blank Checks
MAQCW,0,United States,2021,10800,Finance,Blank Checks
MARX,0,United States,2023,3322,Finance,Blank Checks
MAV,0,United States,,91715,Finance,Finance Companies
MBNKP,0,United States,2019,799,Finance,Commercial Banks
MBTC,0,United States,2021,25517,Finance,Blank Checks
MBTCR,0,United States,2021,115354,Finance,Blank Checks
MBTCU,0,United States,2021,402,Finance,Blank Checks
